"Package" "Version"
"818" "RcppParallel" "4.4.4"
"819" "RcppRoll" "0.3.0"
"820" "Rcsdp" "0.1.56"
"821" "RCurl" "1.95-4.12"
"822" "reactlog" "1.0.0"
"823" "readr" "1.3.1"
"824" "readxl" "1.3.1"
"825" "RefManageR" "1.2.12"
"826" "relimp" "1.0-5"
"827" "relsurv" "2.2-3"
"828" "rematch" "1.0.1"
"829" "remotes" "2.1.1"
"830" "reprex" "0.3.0"
"831" "repurrrsive" "1.0.0"
"832" "reshape" "0.8.8"
"833" "reshape2" "1.4.3"
"834" "reticulate" "1.14"
"835" "rex" "1.1.2"
"836" "rFerns" "3.0.0"
"837" "rgenoud" "5.8-3.0"
"838" "Rgraphviz" "2.24.0"
"839" "RhpcBLASctl" "0.20-17"
"840" "RInside" "0.2.15"
"841" "rio" "0.5.16"
"842" "rJava" "0.9-11"
"843" "RJSONIO" "1.3-1.4"
"844" "rlang" "0.4.5"
"845" "rlecuyer" "0.3-5"
"846" "Rmagic" "1.4.0"
"847" "RMariaDB" "1.0.8"
"848" "rmarkdown" "2.1"
"849" "rmeta" "3.0"
"850" "RMySQL" "0.10.19"
"851" "RNetCDF" "1.9-1"
"852" "robumeta" "2.0"
"853" "robustbase" "0.93-5"
"854" "ROC" "1.56.0"
"855" "ROCR" "1.0-7"
"856" "rotationForest" "0.1.3"
"857" "rpart" "4.1-15"
"858" "rpart.plot" "3.0.8"
"859" "RPostgreSQL" "0.6-2"
"860" "rprintf" "0.2.1"
"861" "rprojroot" "1.3-2"
"862" "rPython" "0.0-6"
"863" "RRF" "1.9.1"
"864" "Rsamtools" "1.32.3"
"865" "RSclient" "0.7-3"
"866" "Rserve" "1.7-3.1"
"867" "rsm" "2.10"
"868" "RSNNS" "0.4-12"
"869" "RSpectra" "0.16-0"
"870" "RSQLite" "2.2.0"
"871" "rstantools" "2.0.0"
"872" "rstudioapi" "0.11"
"873" "rsvd" "1.0.3"
"874" "rsvg" "1.3"
"875" "rticles" "0.14"
"876" "Rtsne" "0.15"
"877" "rucrdtw" "0.1.3"
"878" "RUnit" "0.4.32"
"879" "Runuran" "0.30"
"880" "rversions" "2.0.1"
"881" "RWiener" "1.3-2"
"882" "S4Vectors" "0.18.3"
"883" "sampleSelection" "1.2-6"
"884" "sandwich" "2.5-1"
"885" "sass" "0.1.2.1"
"886" "scatterplot3d" "0.3-41"
"887" "scico" "1.1.0"
"888" "scrime" "1.3.5"
"889" "selectr" "0.4-2"
"890" "servr" "0.16"
"891" "sessioninfo" "1.1.1"
"892" "setRNG" "2013.9-1"
"893" "sfsmisc" "1.1-5"
"894" "shinydashboard" "0.7.1"
"895" "shinydashboardPlus" "0.7.0"
"896" "shinyEffects" "0.1.0"
"897" "shinythemes" "1.1.2"
"898" "ShortRead" "1.38.0"
"899" "siggenes" "1.54.0"
"900" "SimDesign" "2.0.1"
"901" "sirt" "3.9-4"
"902" "skellam" "0.2.0"
"903" "skewt" "0.1"
"904" "slam" "0.1-47"
"905" "Sleuth2" "2.0-5"
"906" "sm" "2.2-5.6"
"907" "smcfcs" "1.4.0"
"908" "sn" "1.5-5"
"909" "sna" "2.5"
"910" "snakecase" "0.11.0"
"911" "snow" "0.4-3"
"912" "SnowballC" "0.6.0"
"913" "snowfall" "1.84-6.1"
"914" "snowFT" "1.6-0"
"915" "som" "0.3-5.1"
"916" "sourcetools" "0.1.7"
"917" "sp" "1.4-1"
"918" "spacyr" "1.2.1"
"919" "spam" "2.5-1"
"920" "spam64" "2.5-1"
"921" "sparkline" "2.0"
"922" "SparseGrid" "0.8.2"
"923" "sparseLDA" "0.1-9"
"924" "SparseM" "1.78"
"925" "spatial" "7.3-11"
"926" "spatstat.utils" "1.17-0"
"927" "spData" "0.3.3"
"928" "speedglm" "0.3-2"
"929" "spelling" "2.1"
"930" "sphet" "1.7"
"931" "SPIA" "2.32.0"
"932" "splines" "3.5.1"
"933" "splines2" "0.2.8"
"934" "splm" "1.4-11"
"935" "spls" "2.2-3"
"936" "SQUAREM" "2020.2"
"937" "SSPA" "2.20.0"
"938" "stabledist" "0.7-1"
"939" "stargazer" "5.2.2"
"940" "statmod" "1.4.34"
"941" "statnet.common" "4.3.0"
"942" "stats" "3.5.1"
"943" "stats4" "3.5.1"
"944" "stepPlr" "0.93"
"945" "stopwords" "1.0"
"946" "stringdist" "0.9.5.5"
"947" "stringi" "1.3.1"
"948" "stringr" "1.4.0"
"949" "strucchange" "1.5-2"
"950" "subplex" "1.6"
"951" "subselect" "0.14"
"952" "SummarizedExperiment" "1.10.1"
"953" "superpc" "1.09"
"954" "SuppDists" "1.1-9.5"
"955" "survAUC" "1.0-5"
"956" "survey" "3.37"
"957" "survival" "3.1-8"
"958" "survivalMPL" "0.2"
"959" "sva" "3.28.0"
"960" "svs" "1.1.0"
"961" "svyPVpack" "0.1-1"
"962" "sylly" "0.1-5"
"963" "systemfit" "1.1-24"
"964" "tables" "0.8.8"
"965" "TAM" "3.3-10"
"966" "tcltk" "3.5.1"
"967" "tcltk2" "1.2-11"
"968" "tclust" "1.4-1"
"969" "TeachingDemos" "2.10"
"970" "tensor" "1.5"
"971" "testit" "0.11"
"972" "testthat" "2.3.2"
"973" "texreg" "1.36.23"
"974" "textdata" "0.3.0"
"975" "TH.data" "1.0-10"
"976" "tibble" "2.0.1"
"977" "tidygraph" "1.1.2"
"978" "tidyselect" "0.2.5"
"979" "tidytext" "0.2.3"
"980" "tikzDevice" "0.12.3"
"981" "timeDate" "3043.102"
"982" "timereg" "1.9.4"
"983" "timeSeries" "3062.100"
"984" "tinytest" "1.1.0"
"985" "tinytex" "0.20"
"986" "tis" "1.38"
"987" "titanic" "0.1.0"
"988" "tkrplot" "0.0-24"
"989" "tkWidgets" "1.58.0"
"990" "tm" "0.7-7"
"991" "TMB" "1.7.16"
"992" "tokenizers" "0.2.1"
"993" "tools" "3.5.1"
"994" "TransModel" "2.1"
"995" "treemap" "2.4-2"
"996" "triangle" "0.12"
"997" "trimcluster" "0.1-5"
"998" "tripack" "1.3-8"
"999" "truncdist" "1.0-2"
"1000" "truncreg" "0.2-5"
"1001" "TSA" "1.2"
"1002" "TSP" "1.1-9"
"1003" "tufte" "0.5"
"1004" "tweedie" "2.3.2"
"1005" "ucminf" "1.1-4"
"1006" "unitizer" "1.4.9"
"1007" "units" "0.6-5"
"1008" "urca" "1.3-0"
"1009" "uroot" "2.1-0"
"1010" "usethis" "1.5.1"
"1011" "utf8" "1.1.4"
"1012" "utils" "3.5.1"
"1013" "uuid" "0.1-4"
"1014" "variables" "1.0-3"
"1015" "vars" "1.5-3"
"1016" "vcd" "1.4-5"
"1017" "vcdExtra" "0.7-1"
"1018" "vctrs" "0.2.3"
"1019" "Vdgraph" "2.2-2"
"1020" "vdiffr" "0.3.1"
"1021" "VennDiagram" "1.6.20"
"1022" "VGAM" "1.1-2"
"1023" "VGAMdata" "1.0-3"
"1024" "vip" "0.2.1"
"1025" "viridis" "0.5.1"
"1026" "viridisLite" "0.3.0"
"1027" "visNetwork" "2.0.9"
"1028" "vsn" "3.48.1"
"1029" "wavelets" "0.3-0.2"
"1030" "wbstats" "0.2"
"1031" "webp" "1.0"
"1032" "webshot" "0.5.2"
"1033" "webutils" "1.0"
"1034" "wesanderson" "0.3.6"
"1035" "whisker" "0.4"
"1036" "whoami" "1.3.0"
"1037" "widgetTools" "1.58.0"
"1038" "withr" "2.1.2"
"1039" "wordcloud" "2.6"
"1040" "wordcloud2" "0.2.1"
"1041" "WrightMap" "1.2.2"
"1042" "xfun" "0.12"
"1043" "xgboost" "0.90.0.2"
"1044" "XML" "3.98-1.18"
"1045" "xml2" "1.2.2"
"1046" "xopen" "1.0.0"
"1047" "xtable" "1.8-4"
"1048" "xts" "0.12-0"
"1049" "XVector" "0.20.0"
"1050" "yaml" "2.2.1"
"1051" "zeallot" "0.1.0"
"1052" "zebrafishRNASeq" "0.114.0"
"1053" "zip" "2.0.4"
"1054" "zipcode" "1.0"
"1055" "zlibbioc" "1.26.0"
"1056" "zoo" "1.8-7"
