V1	Fortlaufende Nr	Patho-Nr	English	Tierart	scientific_name	sex	age	Entnahme	Tissue	Well_y	Well_x	Abbreviation	DNA (ng/µl)	Volume (µl)	DNA prep date	comment	Box	RRBS-status	Experiment ID	pre-BC_CT	Enrichment cycles	Pool	Adapter	FlowCell	lane	renamed	Experiment_new lib prep	pre-BC CT_uc	Adapter_uc	unconverted	renamed_uc	Experiment_unconverted	enrichtment_uc	Flowcell_uc	lane_uc
731	995	Z/596/11	Elephant bird	Elefantenvogel	Aepyornithidae	m	juvenil	26.07.2011	Liver	B	7	ELB_1_L	14,3	100	28.06.2016		10	prepped	AK24	8,53	9	11	TruSeq LT Index 14	250	8								NA	NA	NA
732	1057	Z/810/11	Roan antelope	Pferde-Antilope	Hippotragus equinus	f	adult	18.08.2011	Liver	B	8	ROA_1_L	71,6	100	28.06.2016		10	prepped	AK25	7,12	9	8	TruSeq LT Index 6	254	5								NA	NA	NA
733	1173	AC/964/11	Squirrel monkey	Totenkopfaffe	Saimiriinae	f	adult	13.10.2011	Liver	B	9	SQM_1_L	78,3	100	28.06.2016		10	prepped	AK25	10,33	12	10	TruSeq LT Index 7	254	7								NA	NA	NA
734	1231	AC/1032/11	African spurred tortoise	Sternschildkroete	Geochelone	f	adult	25.10.2011	Liver	B	10	AST_1_L	40,4	100	28.06.2016		10	prepped	AK25	9,23	10	7	TruSeq LT Index 8	254	4								NA	NA	NA
735	1297	Z/1131/11	Ocelot gecko	Tokkee	Paroedura picta	m	adult	30.11.2011	Liver	B	11	OG_1_L	37,9	100	28.06.2016		10	prepped	AK25	9,02	10	7	TruSeq LT Index 9	254	4					OG_1_L_uc		AK_uc_20	6	376	3
736	1314	AC/1153/11	Red-eared slider	Rotwangenschmuckschildkroete	Trachemys scripta elegans	f	adult	22.12.2011	Liver	B	12	RES_1_L	38,3	100	28.06.2016		10	prepped	AK25	8,46	8	6	TruSeq LT Index 10	254	3								NA	NA	NA
737	1320	AC/2/12	Guenon	Meerkatze	Cercopithecus	f	adult	03.01.2012	Liver	C	1	GU_1_L	70,5	100	28.06.2016		10	prepped	AK25	9,16	10	7	TruSeq LT Index 11	254	4					GU_1_L_uc		AK_uc_09	6	298	7
738	1329	Z/13/12	Golden jackal	Goldschakal	Canis aureus	m	adult	10.01.2012	Liver	C	2	GJ_1_L	98,3	100	28.06.2016		10	prepped	AK25	8,83	10	7	TruSeq LT Index 12	254	4								NA	NA	NA
739	1355	Z/71/12	Giraffe	Giraffe	Giraffa giraffa	m	juvenil	30.01.2012	Liver	C	3	GI_1_L	38,3	100	28.06.2016		10	failed 2nd time						failed	failed								NA	NA	NA
740	1443	AC/203/12	Emu	Emu	Dromaius novaehollandiae	m	old	04.04.2012	Liver	C	4	EM_1_L	62,5	100	28.06.2016		10	prepped	AK25	8,42	8	6	TruSeq LT Index 16	254	3								NA	NA	NA
741	1452	Z/219/12	Little owl	Steinkauz	Athene noctua	m	adult	10.04.2012	Liver	C	5	LOW_1_L	86,3	100	28.06.2016		10	prepped	AK25	9,67	10	9	TruSeq LT Index 18	254	6								NA	NA	NA
742	1483	Z/253/12	Multi-coloured Tree Lizard	Buntleguan	Polychrus marmoratus	f	juvenil	08.05.2012	Liver	C	6	MCL_1_L	79,8	100	28.06.2016		10	prepped	AK25	9,83	10	9	TruSeq LT Index 19	254	6								NA	NA	NA
743	1518	AC/308/12	Mountain hare	Schneehase	Lepus timidus	f	adult	13.06.2012	Liver	C	7	MH_1_L	97,0	100	28.06.2016		10	prepped	AK25	10,23	12	10	TruSeq LT Index 20	254	7								NA	NA	NA
744	1523	AC/312/12	Blue-and-yellow macaw	Gelbbauchara	Ara ararauna	f	adult	20.06.2012	Liver	C	8	BYM_1_L	90,7	100	28.06.2016		10	prepped	AK25	10,08	12	10	TruSeq LT Index 21	254	7								NA	NA	NA
745	1547	AC/362/12	Black-winged lovebird	Bergpapagei	Agapornis taranta	m	adult	09.07.2012	Liver	C	9	BWL_1_L	7,8	100	28.06.2016		10	prepped	AK25	10,16	10	9	TruSeq LT Index 22	254	6								NA	NA	NA
746	1594	Z/430/12	Kobra	Kobra	Naja	f	adult	27.07.2012	Liver	C	10	KO_1_L	49,8	100	28.06.2016		10	prepped	AK25	7,72	8	6	TruSeq LT Index 23	254	3								NA	NA	NA
747	1596	AC/432/12	Palm cockatoo	Palmkakadu	Probosciger aterrimus	m	adult	30.07.2012	Liver	C	11	PCO_1_L	22,3	100	28.06.2016		10	prepped	AK25	8,98	10	7	TruSeq LT Index 25	254	4								NA	NA	NA
748	1615	AC/492/12	Black-billed amazon	Rotspiegelamazone	Amazona agilis	f	adult	16.08.2012	Lung	C	12	BBA_1_LU	4,4	100	28.06.2016		10	prepped	AK25	7,45	8	6	TruSeq LT Index 27	254	3								NA	NA	NA
749	1643	Z/589/12	Hamerkop	Hammerkopf	Scopus umbretta	f	juv	07.09.2012	Liver	D	1	HA_1_L	76,3	100	28.06.2016		10	prepped	AK25	8,21	8	6	TruSeq LT Index 1	254	3								NA	NA	NA
750	1714	AC/698/12	Southern red bishop	Oryxweber	Euplectes orix	f	adult	15.10.2012	Liver	D	2	SRB_1_L	36,0	100	28.06.2016		10	prepped	AK25	8,09	8	6	TruSeq LT Index 2	254	3								NA	NA	NA
751	1767	AC/771/12	Black-breasted leaf turtle	Zacken-Erdschildkroete	Geoemyda spengleri	m	NA	08.11.2012	Liver	D	3	BT_1_L	4,5	100	28.06.2016		10	prepped	AK25	8,21	8	6	TruSeq LT Index 3	254	3								NA	NA	NA
752	1816	Z/774/12	Orangutan	Orang-Utan	Pongo borneo	NA	juvenil	12.11.2012	Liver	D	4	OU_1_L	84,4	100	28.06.2016		10	prepped	AK25	9,68	10	9	TruSeq LT Index 4	254	6								NA	NA	NA
753	1833	AC/844/12	Sloth	Faultier	Folivora	m	juvenil	28.11.2012	Liver	D	5	SL_1_L	35,9	100	28.06.2016		10	prepped	AK25	9,56	9	8	TruSeq LT Index 5	254	5					SL_1_L_uc		AK_uc_02	5	274	6
754	1910	CB/929/12	Garganey	Knaekente	Anas querquedula	f	adult	13.12.2012	Liver	D	6	GA_1_L	98,7	100	28.06.2016		10	prepped	AK25	6,70	10	7	TruSeq LT Index 6	254	4								NA	NA	NA
755	1980	Z/78/13	Elephant	Elefant	Elephantidae	f	adult	07.02.2013	Liver	D	7	EL_1_L	89,0	100	28.06.2016		10	prepped	AK25	9,98	10	9	TruSeq LT Index 7	254	6								NA	NA	NA
756	2053	AC/157/13	Kleinmann's tortoise	aegypt. Landschildkroete	Testudo kleinmanni	f	adult	19.03.2013	Liver	D	8	KT_1_L	99,6	100	28.06.2016		10	prepped	AK25	10,90	12	10	TruSeq LT Index 8	254	7								NA	NA	NA
757	2063	AC/170/13	Ostrich	StrauÃŸ	Struthio camelus	f	adult	02.04.2013	Liver	D	9	OS_1_L	30,7	100	28.06.2016		10	prepped	AK25	8,58	8	6	TruSeq LT Index 9	254	3								NA	NA	NA
758	2073	AC/181/13	Village weaver	Textorweber	Ploceus cucullatus	f	adult	03.04.2013	Liver	D	10	VW_1_L	38,7	100	28.06.2016		10	prepped	AK25	8,54	10	7	TruSeq LT Index 10	254	4								NA	NA	NA
759	2104	LS/222/13	Box turtle	Dosenschildkroete	Terrapene	f	adult	11.04.2013	Liver	D	11	BOT_1_L	95,2	100	28.06.2016		10	prepped	AK25	9,80	10	9	TruSeq LT Index 11	254	6								NA	NA	NA
760	2126	LS/253/13	Common marmoset	WeiÃŸbueschelaffe	Callithrix jacchus	f	adult	23.04.2013	Liver	D	12	CM_1_L	53,7	100	28.06.2016		10	prepped	AK25	8,55	8	6	TruSeq LT Index 12	254	3					CM_1_L_uc		AK_uc_14	5	329	3
761	2157	LS/289/13	Marabou stork	Marabu	Leptoptilos crumeniferus	f	adult	21.05.2013	Liver	E	1	MST_1_L	59,8	100	28.06.2016		10	prepped	AK25	9,88	10	9	TruSeq LT Index 13	254	6								NA	NA	NA
762	2258	Z/411/13	Curly-tailed lizard	Glattkopfleguan	Leiocephalus	NA	NA	08.07.2013	Liver	E	2	CTL_1_L	54,4	100	28.06.2016		10	prepped	AK25	11,13	12	10	TruSeq LT Index 14	254	7								NA	NA	NA
763	2260	AC/412/13	Sand rat	Sandratte	Psammomys obesus	m	adult	08.07.2013	Liver	E	3	SR_1_L	69,0	100	28.06.2016		10	prepped	AK25	9,40	9	8	TruSeq LT Index 15	254	5								NA	NA	NA
764	2437	Z/602/13	Keeled box turtle	Cuora mouhotii	Cuora mouhotii	f	juvenil	04.09.2013	Liver	E	4	KBT_1_L	87,1	100	28.06.2016		10	prepped	AK25	8,45	10	7	TruSeq LT Index 16	254	4								NA	NA	NA
765	2457	Z/617/13	Bison	Bison	Bison	m	adult	11.09.2013	Liver	E	5	BSN_1_L	56,2	100	28.06.2016		10	prepped	AK25	9,30	9	8	TruSeq LT Index 18	254	5					BSN_1_L_uc		AK_uc_09	6	298	7
766	2528	AC/707/13	Flying fox	Riesenflughund	Pteropus	m	adult	25.10.2013	Liver	E	6	FF_1_L	70,1	100	28.06.2016		10	prepped	AK25	9,56	9	8	TruSeq LT Index 19	254	5								NA	NA	NA
767	2531	AC/710/13	Boa constrictor	Boa constrictor	Boa constrictor	m	adult	28.10.2013	Liver	E	7	BOA_1_L	68,1	100	28.06.2016		10	prepped	AK25	9,24	9	8	TruSeq LT Index 20	254	5								NA	NA	NA
768	2536	AC/717/13	Spiny‑tailed lizard	Dornschwanzagame	Uromastyx ocellata	f	adult	04.11.2013	Liver	E	8	STL_1_L	14,8	100	28.06.2016		10	prepped	AK25	9,12	10	7	TruSeq LT Index 21	254	4								NA	NA	NA
769	2611	CB/797/13	Vicugna	Vikunja	Vicugna	f	adult	25.11.2013	Liver	E	9	VI_1_L	23,0	100	28.06.2016		10	prepped	AK25	8,87	8	6	TruSeq LT Index 22	254	3								NA	NA	NA
770	2698	AC/894/13	Crested partridge	StrauÃŸwachtel	Rollulus	f	adult	20.12.2013	Liver	E	10	CP_1_L	93,2	100	28.06.2016		10	prepped	AK25	9,67	10	9	TruSeq LT Index 23	254	6								NA	NA	NA
771	2781	Z/81/14	Rhinoceros iguana	Wirtelschwanzleguan	Cyclura	m	adult	03.02.2014	Liver	E	11	RIN_1_L	95,1	100	28.06.2016		10	prepped	AK25	10,73	12	10	TruSeq LT Index 25	254	7								NA	NA	NA
772	2939	Z/323/14	European hamster	Feldhamster	Cricetus	m	adult	23.04.2014	Liver	E	12	EH_1_L	13,4	100	28.06.2016		10	prepped	AK25	9,86	10	9	TruSeq LT Index 27	254	6								NA	NA	NA
773	2953	AC/343/14	Anaconda	Anakonda	Eunectes	m	juvenil	05.05.2014	Liver	F	1	AN_1_L	43,4	100	28.06.2016		10	prepped	AK25	8,54	10	7	TruSeq LT Index 1	254	4								NA	NA	NA
774	2962	AC/373/14	Bennett's wallaby	Bennet Kaenguru	Macropus rufogriseus	m	adult	09.05.2014	Liver	F	2	BW_1_L	32,7	100	28.06.2016		10	prepped	AK25	10,66	12	10	TruSeq LT Index 2	254	7								NA	NA	NA
775	3010	AC/461/14	Fiji banded iguana	Fidschileguan	Brachylophus	f	adult	06.06.2014	Liver	F	3	FBI_1_L	41,3	100	28.06.2016		10	prepped	AK25	8,54	10	7	TruSeq LT Index 3	254	4								NA	NA	NA
776	3072	AC/544/14	Koala	Koala	Phascolarctos cinereus	m	adult	01.07.2014	Liver	F	4	KOA_1_L	12,5	100	28.06.2016		10	prepped	AK25	10,79	12	10	TruSeq LT Index 4	254	7								NA	NA	NA
777	3157	AC/638/14	Abronia	Abronia	Abronia anzuetoi	f	adult	25.07.2014	Liver	F	5	AB_1_L	97,5	100	28.06.2016		10	prepped	AK25	10,79	12	10	TruSeq LT Index 5	254	7								NA	NA	NA
778	3163	AC/647/14	Yacare caiman	Brillenkaiman	Caiman yacare	m	old	29.07.2014	Liver	F	6	YC_1_L	92,4	100	28.06.2016		10	prepped	AK25	6,29	8	6	TruSeq LT Index 6	254	3					YC_1_L_uc		AK_uc_03	6	283	5
779	3244	Z/736/14	Mousebird	Blaunacken Mausvogel	Coliiformes	m	adult	03.09.2014	Liver	F	7	MBI_1_L	65,5	100	28.06.2016		10	prepped	AK25	9,29	9	8	TruSeq LT Index 7	254	5								NA	NA	NA
780	3269	AC/773/14	Reindeer	Rentier	Rangifer tarandus	f	adult	29.09.2014	Liver	F	8	RD_1_L	62,6	100	28.06.2016		10	prepped	AK25	10,13	10	9	TruSeq LT Index 8	254	6								NA	NA	NA
781	3279	AC/783/14	Black-webbed tree frog	Wallace Flugfrosch	Rhacophorus reinwardtii	m	adult	01.10.2014	Liver	F	9	BTF_1_L	29,6	100	28.06.2016		10	prepped	AK25	9,41	9	8	TruSeq LT Index 9	254	5								NA	NA	NA
782	3379	Z/891/14	Panther chameleon	Pantherchamaeleon	Furcifer pardalis	f	adult	05.11.2014	Liver	F	10	PCA_1_L	46,6	100	28.06.2016		10	prepped	AK25	8,50	9	8	TruSeq LT Index 10	254	5								NA	NA	NA
783	3403	AC/920/14	Burrowing parrot	Felsensittich	Cyanoliseus patagonus	m	adult	19.11.2014	Liver	F	11	BPA_1_L	102,3	100	28.06.2016		10	prepped	AK25	10,77	12	10	TruSeq LT Index 11	254	7								NA	NA	NA
784	3462	Z/996/14	Baboon	Pavian	Papio	m	adult	19.12.2014	Liver	F	12	BAB_1_L	40,0	100	28.06.2016		10	prepped	AK25	9,21	9	8	TruSeq LT Index 12	254	5								NA	NA	NA
785	3470	AC/3/15	Serow	Serau	Capricornis	f	old	05.01.2015	Liver	G	1	SER_1_L	38,1	100	28.06.2016		10	prepped	AK25	10,07	12	10	TruSeq LT Index 13	254	7								NA	NA	NA
786	3516	AC/61/15	Northern caiman lizard	Krokodilteju	Dracaena guianensis	m	adult	21.01.2015	Liver	G	2	NCL_1_L	98,4	100	28.06.2016		10	prepped	AK25	9,07	10	7	TruSeq LT Index 14	254	4								NA	NA	NA
787	3584	AC/160/15	North American porcupine	Urson	Erethizon	f	adult	02.03.2015	Liver	G	3	NAP_1_L	41,5	100	28.06.2016		10	prepped	AK25	9,89	10	9	TruSeq LT Index 15	254	6								NA	NA	NA
788	3590	AC/171/15	Amur leopard	Panther de Chine	Panthera pardus	NA	NA	04.03.2015	Liver	G	4	AL_1_L	79,3	100	28.06.2016		10	prepped	AK25	9,09	9	8	TruSeq LT Index 16	254	5								NA	NA	NA
789	3604	Z/192/15	Radiated tortoise	Strahlenschildkroete	Astrochelys radiata	f	NA	19.03.2015	Liver	G	5	RT_1_L	26,7	100	28.06.2016		10	prepped	AK25	8,93	8	6	TruSeq LT Index 18	254	3								NA	NA	NA
790	3619	Z/210/15	Wild boar	Wildschwein	Sus scrofa	f	adult	31.03.2015	Liver	G	6	WB_1_L	18,0	100	28.06.2016		10	prepped	AK25	8,20	8	6	TruSeq LT Index 19	254	3					WB_1_L_uc		AK_uc_05	6	295	5
791	3773	AC/432/15	Nasua	Nasenbaer	Nasua	f	adult	08.06.2015	Liver	G	7	NAS_1_L	94,0	100	28.06.2016		10	prepped	AK25	10,07	10	9	TruSeq LT Index 20	254	6								NA	NA	NA
792	3856	AC/611/15	Ploughshare Tortoise	Afrik. Schnabelbrustschildkroete	Astrochelys yniphora	m	adult	14.07.2015	Liver	G	8	PTO_1_L	94,2	100	28.06.2016		10	prepped	AK25	9,93	10	9	TruSeq LT Index 21	254	6								NA	NA	NA
793	3895	AC/668/15	Atlantic canary	Wildkanarienvogel	Serinus	m	adult	29.07.2015	Liver	G	9	AC_1_L	21,8	100	28.06.2016		10	prepped	AK25	9,54	9	8	TruSeq LT Index 22	254	5								NA	NA	NA
794	4021	AC/808/15	Dama gazelle	Mhorr-Gazelle	Nanger dama	m	juvenil	22.09.2015	Liver	G	10	DG_1_L	65,0	100	28.06.2016		10	prepped	AK25	9,12	10	7	TruSeq LT Index 23	254	4	DG_1_H							NA	NA	NA
795	4026	Z/814/15	Eurasian eagle-owl	Uhu	Bubo bubo	m	adult	29.09.2015	Liver	G	11	EEO_1_L	62,6	100	28.06.2016		10	prepped	AK25	9,39	9	8	TruSeq LT Index 25	254	5	EEO_1_H							NA	NA	NA
796	4048	AC/851/15	Wallaby	Wallaby	Macropus	f	old	15.10.2015	Liver	G	12	WA_1_L	101,2	100	28.06.2016		10	prepped	AK25	12,78	12	10	TruSeq LT Index 27	254	7								NA	NA	NA
797	4053	AC/858/15	American black bear	Amerik. Schwarzbaer	Ursus	m	adult	15.10.2015	Liver	H	1	ABB_1_L	77,0	100	28.06.2016		10	prepped	AK27	9,35	11	8	TruSeq LT Index 2	260	4								NA	NA	NA
798	4069	AC/883/15	Polarwolf	Wolf arktisch	Canis lupus	f	NA	04.11.2015	Liver	H	2	PW_1_L	20,5	100	28.06.2016		10	prepped	AK27	8,91	11	8	TruSeq LT Index 3	260	4								NA	NA	NA
799	1355	Z/71/12	Giraffe	Giraffe	Giraffa giraffa	m	juvenil	30.01.2012	Heart	H	3	GI_1_H	2,5	100	28.06.2016	redone box11	10	failed DNA						failed	failed								NA	NA	NA
800	1833	AC/844/12	Sloth	Faultier	Folivora	m	juvenil	28.11.2012	Heart	H	4	SL_1_H	23,6	100	28.06.2016		10	prepped	AK27	10,22	13	8	TruSeq LT Index 4	260	4								NA	NA	NA
801	2536	AC/717/13	Spiny‑tailed lizard	Dornschwanzagame	Uromastyx ocellata	f	adult	04.11.2013	Heart	H	5	STL_1_H	7,2	100	28.06.2016		10	prepped	AK27	8,48	11	8	TruSeq LT Index 5	260	4								NA	NA	NA
802	2611	CB/797/13	Vicugna	Vikunja	Vicugna	f	adult	25.11.2013	Heart	H	6	VI_1_H	3,2	100	28.06.2016	redone box11	10	failed DNA						failed	failed								NA	NA	NA
803	3072	AC/544/14	Koala	Koala	Phascolarctos cinereus	m	adult	01.07.2014	Heart	H	7	KOA_1_H	5,6	100	28.06.2016		10	prepped	AK27	5,85	11	8	TruSeq LT Index 6	260	4					KOA_1_H_uc		AK_uc_06	6	295	6
804	3913	AC/692/15	Rhea	Nandu	Rhea americana	m	adult	12.08.2015	Lymphnode	H	8	RH_2_LN	3,1	100	28.06.2016		10	prepped	AK27	8,02	11	8	TruSeq LT Index 7	260	4								NA	NA	NA
805	559	Z/573/10	African grey parrot	Graupapagei	Psittacus	f	NA	27.09.2010	Lung	H	9	GP_2_LU	45,6	100	28.06.2016		10	prepped	AK28	10,32	10	9	TruSeq LT Index 8	268	2								NA	NA	NA
806	559	Z/573/10	African grey parrot	Graupapagei	Psittacus	f	NA	27.09.2010	Brain	H	10	GP_2_B	3,2	100	28.06.2016		10	prepped	AK27	8,48	11	8	TruSeq LT Index 9	260	4								NA	NA	NA
807	559	Z/573/10	African grey parrot	Graupapagei	Psittacus	f	NA	27.09.2010	Lung	H	11	GP_2_LU	1,5	100	28.06.2016	beads don't prep	10	test prep						failed	failed								NA	NA	NA
808	213	AC/153/10	Seba's short-tailed bat	Brillenblattnasenfledermaus	Carollia perspicillata	f	adult	01.04.2010	Lung	H	12	STB_1_LU	80,7	100	28.06.2016	beads don't prep	10	test prep						failed	failed								NA	NA	NA
809	e001	Amex1	Axolotl	Axolotl	Ambystoma mexicanum	f	adult	04.07.2016	Heart		NA	AX_1_H	200,0	20			3	prepped	AK21	5,34	9	1	TruSeq LT Index 6	242	7								NA	NA	NA
810	e001	Amex1	Axolotl	Axolotl	Ambystoma mexicanum	f	adult	04.07.2016	Spleen		NA	AX_1_S	258,0	20			3	prepped	AK21	8,84	9	1	TruSeq LT Index 7	242	7					AX_1_S_uc		AK_uc_07	6	298	6
811	e001	Amex1	Axolotl	Axolotl	Ambystoma mexicanum	f	adult	04.07.2016	Muscle		NA	AX_1_M	17,0	20			3	prepped	AK21	10,88	13	2	TruSeq LT Index 8	242	8								NA	NA	NA
812	e001	Amex1	Axolotl	Axolotl	Ambystoma mexicanum	f	adult	04.07.2016	Blood		NA	AX_1_BL	775,0	20			3	prepped	AK21	9,12	9	1	TruSeq LT Index 9	242	7								NA	NA	NA
813	e002	Amex2	Axolotl	Axolotl	Ambystoma mexicanum	f	adult	04.07.2016	Heart		NA	AX_2_H	387,0	20			3	prepped	AK21	8,17	9	1	TruSeq LT Index 10	242	7								NA	NA	NA
814	e002	Amex2	Axolotl	Axolotl	Ambystoma mexicanum	f	adult	04.07.2016	Spleen		NA	AX_2_S	850,0	20			3	prepped	AK21	10,61	13	2	TruSeq LT Index 11	242	8								NA	NA	NA
815	e002	Amex2	Axolotl	Axolotl	Ambystoma mexicanum	f	adult	04.07.2016	Muscle		NA	AX_2_M	33,8	20			3	prepped	AK21	8,46	9	1	TruSeq LT Index 12	242	7								NA	NA	NA
816	e002	Amex2	Axolotl	Axolotl	Ambystoma mexicanum	f	adult	04.07.2016	Blood		NA	AX_2_BL	920,0	20			3	prepped	AK21	10,94	13	2	TruSeq LT Index 13	242	8								NA	NA	NA
817	e003	Amex3	Axolotl	Axolotl	Ambystoma mexicanum	m	adult	04.07.2016	Heart		NA	AX_3_H	116,0	20			3	prepped	AK21	9,98	13	2	TruSeq LT Index 14	242	8								NA	NA	NA
818	e003	Amex3	Axolotl	Axolotl	Ambystoma mexicanum	m	adult	04.07.2016	Spleen		NA	AX_3_S	92,0	20			3	prepped	AK21	11,48	13	2	TruSeq LT Index 15	242	8								NA	NA	NA
819	e003	Amex3	Axolotl	Axolotl	Ambystoma mexicanum	m	adult	04.07.2016	Muscle		NA	AX_3_M	102,0	20			3	prepped	AK21	9,26	9	1	TruSeq LT Index 16	242	7								NA	NA	NA
820	e003	Amex3	Axolotl	Axolotl	Ambystoma mexicanum	m	adult	04.07.2016	Blood		NA	AX_3_BL	106,0	20			3	prepped	AK21	13,57	13	2	TruSeq LT Index 18	242	8								NA	NA	NA
821	e004	Amex4	Axolotl	Axolotl	Ambystoma mexicanum	m	adult	04.07.2016	Heart		NA	AX_4_H	102,0	20			3	prepped	AK21	9,88	9	1	TruSeq LT Index 19	242	7								NA	NA	NA
822	e004	Amex4	Axolotl	Axolotl	Ambystoma mexicanum	m	adult	04.07.2016	Spleen		NA	AX_4_S	98,2	20			3	prepped	AK21	11,03	13	2	TruSeq LT Index 20	242	8								NA	NA	NA
823	e004	Amex4	Axolotl	Axolotl	Ambystoma mexicanum	m	adult	04.07.2016	Muscle		NA	AX_4_M	96,0	20			3	prepped	AK21	9,15	9	1	TruSeq LT Index 21	242	7								NA	NA	NA
824	e004	Amex4	Axolotl	Axolotl	Ambystoma mexicanum	m	adult	04.07.2016	Blood		NA	AX_4_BL	770,0	20			3	prepped	AK21	11,53	13	2	TruSeq LT Index 22	242	8								NA	NA	NA
825	E01288	S00684	Clam worm		Alitta succinea				Anterior	A	1	CW_1_A	80,3	22			NWU1	prepped	AK15	10,72	13	3	TruSeq LT Index 25	219	4					CW_1_A_uc		AK_uc_29	9	391	3
826	E02932	S00413	Giant tube worm		Riftia pachyptila		adult	06.01.2008	Vestimentum	A	2	GTW_1_V	41,6	22			NWU1	prepped	AK15	11,10	13	3	TruSeq LT Index 27	219	4					GTW_1_V_uc		AK_uc_24	8	378	1
827	E24419	S22732	American lobster		Homarus americanus		juvenil	18.04.2015	Whole_organism	A	3	ALO_1_W	63,6	22			NWU1	prepped	AK13	12,48	15	10	TruSeq LT Index 19	214	8		AK_uc_newprep	11,325	TruSeq LT Index 27	ALO_1_W_uc		AK_uc_33	11	391	7
828	E02845	S00026	Gooseneck barnacle		Lepas anatifera		adult	22.03.2007	Visceral_mass	A	4	GB_1_VM	26,5	22			NWU1	prepped	AK15	8,94	14	7	TruSeq LT Index 1	219	7					GB_1_VM_uc		AK_uc_14	5	329	3
829	E00245	S00092	Soft-shell clam		Mya arenaria			07.08.2005	Gills	A	5	SSC_1_G	76,5	22			NWU1	prepped	AK18	10,22	15	8	TruSeq LT Index 1	231	3					SSC_1_G_uc		AK_uc_04	8	283	6
830	E23670	S21874	Common octopus		Octopus vulgaris			21.05.2012	Tentacle	A	6	COC_1_T	73,8	22			NWU1	prepped	AK18	11,49	15	8	TruSeq LT Index 2	231	3								NA	NA	NA
831	E24505	S23023	Acorn worm		Saccoglossus kowalevskii	m			Gonad	A	7	AW_1_GO	69,9	22			NWU1	prepped	AK18	11,37	15	8	TruSeq LT Index 3	231	3					AW_1_GO_uc		AK_uc_19	6	363	8
832	E14182	S06367	Bat star		Patiria miniata		adult	27.07.2010	Tube_feet	A	8	BST_1_TF	45,5	22			NWU1	prepped	AK18	8,55	11	1	TruSeq LT Index 4	230	2					BST_1_TF_uc		AK_uc_07	6	298	6
833	E01706	S02998	Purple sea urchin		Strongylocentrotus purpuratus		adult	02.12.2009	Gonad	A	9	PSU_1_GO	82,3	22			NWU1	prepped	AK18	13,55	14	7	TruSeq LT Index 25	230	8		AK_uc_newprep	14,655	TruSeq LT Index 9	PSU_1_GO_uc		AK_uc_30	12	391	4
834	E01735	S03076	Brittle star		Ophiothrix spiculata		adult	03.12.2009	Arm	A	10	BRS_1_AR	86,2	22			NWU1	prepped	AK20	10,51	13	7	TruSeq LT Index 16	232	4					BRS_1_AR_uc		AK_uc_04	8	283	6
835	E00193	S00570	Golden star tunicate		Botryllus schlosseri			06.11.2008	Zooids	A	11	GST_1_Z	39,5	22			NWU1	prepped	AK20	11,46	13	7	TruSeq LT Index 18	232	4					GST_1_Z_uc		AK_uc_19	6	363	8
836	E01920	S03028	Stalked tunicate		Styela montereyensis		adult	02.12.2009	Pharynx	A	12	STT_1_P	91,2	22			NWU1	prepped	AK20	12,00	13	7	TruSeq LT Index 19	232	4					STT_1_P_uc		AK_uc_35	8	425	3
837	E00342	S00647	Florida lancelet		Branchiostoma floridae				Head	B	1	FLA_1_HE	83,5	22			NWU1	prepped	AK20	9,08	10	7	TruSeq LT Index 20	232	4					FLA_1_HE_uc		AK_uc_02	5	274	6
838	E00343	S00647	Florida lancelet		Branchiostoma floridae				Muscle	B	2	FLA_1_M	73,5	22			NWU1	prepped	AK21	9,27	9	6	TruSeq LT Index 23	243	6								NA	NA	NA
839	E24215	S22723	Japanese lamprey		Lethenteron camtschaticum	m	adult	20.11.2009	Gonad	B	3	JL_1_GO	78,3	22			NWU1	prepped	AK21	11,28	11	8	TruSeq LT Index 25	243	8		AK_uc_newprep	10,94	TruSeq LT Index 7	JL_1_GO_uc		AK_uc_32	9	391	6
840	E24214	S22722	Elephant shark		Callorhinchus milii	m	adult	04.09.2008	Gonad	B	4	ESH_1_GO	81,7	10			NWU1	prepped	AK21	10,57	10	7	TruSeq LT Index 27	243	7					ESH_1_GO_uc		AK_uc_04	8	283	6
841	E00215	S00590	Lemon shark		Negaprion brevirostris			20.09.2008	Blood	B	5	LSH_1_BL	89,6	22			NWU1	prepped	AK21	8,03	8	3	TruSeq LT Index 1	243	3					LSH_1_BL_uc		AK_uc_05	6	295	5
842	E00216	S00590	Lemon shark		Negaprion brevirostris			20.09.2008	Fin	B	6	LSH_1_F	65,8	22			NWU1	prepped	AK21	9,10	9	4	TruSeq LT Index 2	243	4								NA	NA	NA
843	E00210	S00588	Tiger shark		Galeocerdo cuvier	m		20.09.2008	Blood	B	7	TSH_1_BL	85,0	22			NWU1	prepped	AK21	8,63	9	4	TruSeq LT Index 3	243	4					TSH_1_BL_uc		AK_uc_14	5	329	3
844	E00211	S00588	Tiger shark		Galeocerdo cuvier	m		20.09.2008	Fin	B	8	TSH_1_F	40,3	22			NWU1	prepped	AK21	9,97	10	7	TruSeq LT Index 4	243	7								NA	NA	NA
845	E00098	S00432	Sand tiger shark		Carcharias taurus				Gills	B	9	STS_1_G	55,6	22			NWU1	prepped	AK21	11,02	11	8	TruSeq LT Index 5	243	8								NA	NA	NA
